William Cuello,"Professor Cuello is a kind and caring professor who strives for fairness in grading, often implementing a generous curve. While some students found his lectures and exams challenging, particularly early in his teaching career,  consistent effort on homework and a solid understanding of calculus proved key to success in his classes."
Triet Pham,"Professor Pham's teaching effectiveness is a subject of mixed reviews.  While many praise his deep knowledge, clear explanations (especially when attending lectures), and fair assessments directly related to homework, others criticize his lecture style,  inconsistent accessibility, and occasional computational errors.  Ultimately, student success appears strongly linked to consistent class attendance and diligent homework completion."
Kimberly Weston,"Professor Weston is a kind and helpful professor who provides ample support through office hours and flexible grading structures, although her course is considered challenging, particularly for students lacking a strong math/statistics background.  While lectures are engaging and build upon previous concepts, homework is significantly harder than exams, but generous partial credit is given."
Guy Reynolds,"Professor Reynolds is described as an entertaining and helpful teacher who uses humor and detailed explanations to make math less stressful.  While his quizzes and midterms are considered easier than those of other professors, some students felt unprepared for the final exam, suggesting a disconnect between his teaching and exam content.  He is praised for his approachability and willingness to help students succeed."
Lynn Harris,"Professor Harris is praised for her kindness, helpfulness, and clear explanations, making challenging math concepts more accessible.  While the course itself is considered demanding, her leniency with deadlines, provision of practice exams, and willingness to assist students contribute to positive student outcomes.  Students consistently highlight her caring nature and dedication to student success."
Christina Bifulco,"Professor Bifulco is described as a kind and helpful professor, but opinions diverge on her teaching effectiveness.  While some found her class manageable and helpful, others criticized her lack of in-class instruction, heavy workload, and reliance on independent work.  The consensus is that she is approachable and supportive, but her teaching methods are not universally effective."
Sophia Gonet,"Professor Gonet is praised for her clear and thorough lectures, helpful notes, and willingness to assist students during office hours. While some students found her strict or intimidating, many appreciated her dedication to helping them succeed,  though the difficulty of exams and the disconnect between lecture problems and exam difficulty were frequent criticisms."
Matthew Sequin,"Professor Sequin is praised for his clear, organized lectures and helpfulness in answering student questions, making him especially beneficial for students with limited calculus backgrounds. While some found exams challenging and not always directly reflecting lecture material, many students attributed their success to his teaching, highlighting his fairness in grading and willingness to assist students.  The overall consensus points to him being a highly-rated professor despite the inherent difficulty of the course material."
Debra Gulick,"Professor Gulick is a highly-rated professor known for her caring and engaging teaching style, though her class involves a significant workload including frequent quizzes and homework assignments graded by AI.  While some students found the AI grading and frequent assessments challenging, many praised her helpfulness, clarity, and ability to make the material relatable and interesting."
Michael Weingart,"Professor Weingart is overwhelmingly praised by students for his engaging teaching style, making even challenging math concepts accessible and enjoyable.  Despite assigning substantial homework, his lenient grading and genuine care for student success result in high pass rates and overwhelmingly positive experiences.  He is repeatedly described as funny, helpful, and one of the best professors at Rutgers University."
Joanne Kennedy,"Professor Kennedy is overwhelmingly criticized for her poor teaching abilities, characterized by unclear lectures, an inability to answer student questions effectively, and a lack of explanation during problem-solving.  Students report needing to learn the material independently to succeed in her class, despite her perceived niceness."
John Kerrigan,"Professor Kerrigan is a highly-rated professor known for his engaging teaching style,  clear explanations, and helpfulness towards students.  He uses creative methods, provides ample resources like practice exams, and is praised for his fairness in grading and prompt communication."
Nishali Mehta,"Professor Mehta is praised for her clear explanations, organized lectures, and helpful office hours, making the course material understandable for many students.  However, while some found her exams straightforward and aligned with lecture material, others criticized their difficulty and the lack of partial credit, leading to low class averages and inconsistent grading.  The difficulty of the exams is sometimes attributed to the course coordinator rather than Professor Mehta herself."
Liping Liu,"Professor Liu's teaching style is widely criticized as unclear, confusing, and unhelpful, leading many students to rely on external resources to learn the material. While some students found him helpful and knowledgeable, the overwhelming consensus points to significant difficulties with his explanations and problem-solving demonstrations.  His grading practices and course structure also received negative feedback."
Malcolm Bowles,"Professor Bowles is consistently praised for his clear, organized lectures, extensive resources (including detailed notes and practice problems), and exceptional availability during office hours.  Students overwhelmingly recommend him, citing his patience, helpfulness, and ability to make challenging calculus concepts understandable, even resulting in improved grades for students who previously struggled."
Laurent Vera,"Professor Vera is a highly-rated professor known for his organized lectures, clear notes (available online), and helpful review sessions.  While students found the homework sometimes tedious and exams challenging, his readily available help, thorough explanations, and numerous resources consistently led to student success."
James Lepowsky,"Professor Lepowsky is a kind and approachable professor who genuinely cares about his students, but his lectures are often described as slow, unclear, and sometimes boring.  While students report needing to rely heavily on self-study and supplemental resources to succeed, many appreciate his accessibility during office hours and the fact that exams are largely based on homework problems."
Jennifer Vasquez,"Professor Vasquez is a highly-rated teacher praised for her clear explanations and helpful teaching methods, including note templates and readily available office hours.  Students found her approachable and effective at making difficult math concepts understandable, leading to positive course experiences."
Vladimir Scheffer,"Professor Scheffer is a highly-rated calculus professor known for his thorough lectures and clear explanations, though some find them boring or monotone.  While his exams are considered fair and straightforward, reflecting the material covered in class and assignments, students consistently emphasize the importance of attending lectures, completing homework, and utilizing provided review materials for success.  He's praised for his helpfulness, accessibility, and generous grading."
Carrie Frizzell,"Professor Frizzell is praised for her kindness, organization, and clear lecture style,  making difficult math concepts more accessible. While some found her lectures occasionally disorganized or exams challenging,  most students highly recommend her due to her helpfulness, readily available office hours, and commitment to student success."
Narek Hovsepyan,"Professor Hovsepyan delivers engaging lectures, praised for clarity and knowledge, but his teaching style lacks practice problems and consistent alignment with the textbook, leading to student struggles, particularly on exams.  While some students found the exams easy, others reported significant difficulty due to material not covered in class or the textbook, causing frustration and a negative overall experience for many."
Mariusz Mirek,"Professor Mirek is praised for his clear, detailed slides and accessible teaching style, making even challenging math courses enjoyable. While he assigns a significant amount of homework, it's considered manageable and helpful, and his exams, though sometimes lengthy, are deemed fair.  Students consistently highlight his understanding, responsiveness, and willingness to accommodate student needs."
Laura Silverstein,"Professor Silverstein is a kind and caring professor who is generally well-liked by students for her accessibility and willingness to help.  However, she is frequently criticized for disorganized lectures,  slow grading, and exams that don't align well with the material covered in class, requiring significant independent study."
Shira Gilat,"Professor Gilat is a generally well-liked professor known for her helpfulness and generous grading, particularly on midterms.  While some find her lectures monotonous or difficult to follow without supplemental resources, many appreciate her clear notes and the opportunity to learn concepts rather than just memorize.  However,  her exams are considered challenging and don't always align with homework assignments."
Daniel Ketover,"Professor Ketover is a highly engaging and popular lecturer known for his clear explanations, helpful examples, and interactive teaching style, though his lectures are fast-paced and his exams challenging.  While some find his exams unreasonably difficult, others appreciate his thorough preparation materials, leniency with grading, and responsiveness to student feedback."
Chi Li,"Professor Chi Li possesses a strong understanding of calculus but is widely considered a poor teacher.  His lectures are often unclear, monotonous, and lead to drastically declining attendance, forcing students to rely on external resources like YouTube videos for learning. While he's described as a nice person who tries his best, his teaching methods are ineffective for most students."
Zongyuan Li,"Professor Li is a kind and approachable professor who is dedicated to his students, offering ample opportunities for success despite sometimes challenging exams.  While lectures may be straightforward, his explanations are generally well-received, and he provides helpful resources like practice exams and drops low homework grades.  Workload varies across reviews, with some finding it manageable and others reporting a heavier workload."
Denis Kriventsov,"Professor Kriventsov is praised for his engaging teaching style and genuine interest in mathematics, but his exams are significantly harder than the homework and often cover more advanced concepts.  While some find his lectures helpful and interesting, others note that he sometimes goes off on tangents and that the grading is heavily weighted towards exams."
Ian Jauslin,"Professor Jauslin is a well-organized and engaging lecturer who delivers clear, concise lectures, though his courses are considered challenging.  He provides ample support with study guides, practice exams, and helpful recitations, making even difficult theoretical material understandable.  Students consistently praise his ability to answer questions and create an interactive learning environment."
Priyadip Mondal,"Professor Mondal is a kind and helpful professor who encourages student participation but lectures at a slow pace, sometimes covering material insufficiently before exams.  While his exams can be challenging, particularly the final, consistent homework completion and utilizing available practice resources are key to success in his class."
Benjamin Gunby,"Professor Gunby is considered an excellent and friendly teacher, though his courses are challenging and require significant time commitment.  Despite difficult homework, his exams are reasonable and generously graded, and he offers ample support during office hours.  Students overwhelmingly praise his teaching ability and positive impact."
Abid Ali,"Professor Abid Ali's teaching is widely criticized as ineffective and confusing, with inconsistent grading and overly difficult assignments.  Students found his online lectures particularly problematic and recommend independent study."
Yunbai Cao,"Professor Cao is considered a helpful and organized lecturer who explains concepts clearly, basing exams on homework and in-class examples. While some found the exams challenging and grading harsh, others appreciated the generous curve and his willingness to assist students who seek help."
Kasper Larsen,"Professor Larsen is praised for his approachable demeanor,  lenient grading, and willingness to help students understand the material, even re-explaining concepts multiple times.  However, his lectures are frequently criticized for being disorganized, unfocused, and diverging from the textbook."
Fioralba Cakoni,"Professor Cakoni is praised for her kindness and leniency, but opinions diverge on her teaching style. While some found her lectures difficult to follow and exams challenging, others appreciated her emphasis on conceptual understanding and the similarity of exams to review sessions and homework.  Her grading is described as fair and forgiving."
Doron Zeilberger,"Professor Zeilberger is a highly-rated professor known for his engaging teaching style,  strong student support (including extensive office hours and tutoring), and fair grading with opportunities for improvement. While some find his lectures uneven or overly basic, many praise his accessibility, humor, and dedication to student success."
Eilidh Mckemmie,"Professor McKemmie is praised for her engaging teaching style and accommodating nature, readily providing resources like lecture notes and Zoom sessions.  Students found her class enjoyable and fair, and highly recommend her courses."
Eric Ling,"Professor Ling provides clear, well-organized lecture notes and explanations, though his teaching style may be considered tedious by some.  While exams are challenging, he's responsive to student concerns, demonstrated by adjusting homework load and offering reasonable grading policies (though grading updates were inconsistent). Overall, students found him helpful and knowledgeable."
Yuhan Sun,"Professor Sun is praised for his kindness, accessibility, and clear lectures, but many students found his accent difficult to understand and his exams significantly different from the material covered in class, leading to overwhelmingly negative experiences and low grades for some.  While his teaching style is considered organized, the difficulty of the course and significant self-study required are major drawbacks according to student reviews."
Ziming Shi,"Professor Shi receives widely varying student reviews. While many praise his kindness and willingness to help, a significant number criticize his teaching ability, citing poor explanations, a disconnect between lectures and exams, and unresponsive communication.  Ultimately, his effectiveness as a professor is highly debated."
Yanwen Luo,"Professor Luo is known for his engaging teaching style, clear explanations, and helpful review sessions that closely align with exam content.  While some find the material challenging and grading strict, students consistently praise his patience, willingness to help, and the generous curves applied to final grades.  He's described as personable and funny, making his classes enjoyable despite the difficulty of the subject matter."
Christopher Lutsko,"Professor Lutsko's teaching effectiveness is a mixed bag, with some students finding him boring and difficult to understand, while others praise his helpfulness, thorough explanations, and approachability during office hours.  Although some criticize his lecture style and homework difficulty, many students appreciate his willingness to help and his efforts to ensure student understanding."
Yotam Smilansky,"Professor Smilansky is highly praised for his clear, organized lectures and engaging teaching style, making even challenging calculus courses understandable and enjoyable.  While some found the workload or exam frequency demanding,  he's consistently lauded for his helpfulness, approachability, and genuine care for student success."
Jodi Dunkelman,"Professor Dunkelman is praised for her clear explanations, helpfulness, and engaging teaching style that makes even challenging math concepts accessible and enjoyable. While some students found the workload substantial,  the consensus is that she is a caring and effective instructor."
Michael Woodbury,"Professor Woodbury's teaching effectiveness is highly divisive, with some students praising his caring demeanor and clear grading criteria while others strongly criticize his disorganized lectures, difficult exams, and inadequate explanations of concepts.  While he may possess strong subject matter expertise, many find his teaching style to be ineffective and frustrating, leading to significant struggles for students in understanding the material."
Mohammad Jabbari,"Professor Jabbari's lectures primarily consist of poorly explained practice problems, leaving students unclear on key concepts and exam material.  His teaching style is considered unhelpful and occasionally rude, particularly to those unprepared for the material."
Tyler Volpe,"Professor Volpe is a highly-rated recitation instructor praised for his exceptional teaching ability, accessibility, and genuine care for students.  Students consistently cite his clear explanations, helpful feedback, and willingness to go the extra mile to ensure understanding as reasons for their success in his classes.  He fosters a supportive learning environment, making him especially beneficial for students who struggle with the material or have anxiety."
Paul Ellis,"Professor Ellis's teaching effectiveness is highly divisive, with some students praising his thorough knowledge and helpful explanations, while others criticize his unclear lectures, difficult exams, and sometimes rude demeanor.  While he offers support like color-coded notes and review sessions, many find his exam questions significantly harder than his in-class examples, making the course challenging regardless of preparation."
Georgios Mavrogiannis,"Professor Mavrogiannis is a highly-rated professor praised for his effective teaching style, deep mathematical knowledge, and willingness to help students understand the material.  He fosters an interactive classroom environment and is known for his fairness in grading and accommodating student needs.  While self-study is important, students consistently appreciate his clear explanations and accessibility."
Zilu Ma,"Professor Ma is a highly-rated professor known for his clear, organized lectures and helpful review sessions that closely mirror exams.  While his teaching style may be considered advanced, he patiently answers all student questions and provides ample support through online notes, practice problems, and accessible office hours, fostering student success in linear algebra.  Consistent effort and attendance are key to achieving good grades in his classes."
Alex Kontorovich,"Professor Kontorovich is a caring and knowledgeable professor who genuinely wants his students to succeed, but his teaching style is a mixed bag.  While praised for his accessibility, helpfulness, and dedication, many students found his lectures disorganized and his exams significantly harder than practice materials, requiring significant self-study."
Zehui Zhou,"Professor Zhou's lectures, while well-organized and supported by helpful notes and TAs, are often described as fast-paced, unengaging, and difficult to understand due to her accent and soft speaking voice.  However, students consistently highlight the value of attending TA review sessions, as the professor strategically directs them to cover key exam questions, making it possible to achieve a high grade with sufficient preparation."
Maria Soria Carro,"Professor Soria Carro is considered an excellent math teacher who makes challenging courses like Calc 5 manageable through ample resources and clear instruction.  While homework can be demanding, consistent effort leads to success in her classes."
Hongbin Sun,"Professor Sun is praised for his clear, detailed lectures and well-organized notes, which are often considered superior to textbooks. While some students found him challenging to understand at times,  his effective teaching methods, helpful support system (including TAs and workshops), and lenient grading policies generally led to positive student experiences."
Filip Dul,"Professor Dul is a highly recommended instructor who excels at explaining linear algebra concepts with a great sense of humor, making the course engaging and manageable.  His exams are considered fair, aligning with the weekly homework and textbook material, and he provides accessible support outside of class."
Zheng-Chao Han,"Professor Han is a kind and helpful professor whose knowledge sometimes overshadows his teaching ability, leading to difficult and conceptually-driven courses requiring significant self-study. While exams are considered challenging, many students found his grading generous and appreciated his accessibility during office hours."
Gautam Gopal Krishnan,"Professor Krishnan's teaching is widely criticized for poor organization, unclear lectures with a strong accent and unrelated assessment materials, and inadequate Canvas usage.  Many reviewers cite significant discrepancies between class material, quizzes, and exams, along with tardiness and unhelpful recitation sessions."
Agnieszka Hejna,"Professor Hejna is praised for her clear, step-by-step explanations and helpful teaching methods that ensure student understanding.  She provides ample practice problems mirroring quizzes and exams, and offers quick grading and responsive communication.  While possessing a noticeable accent, students find her easy to understand and appreciate her kindness and dedication."
Stoyan Dimitrov,"Professor Dimitrov is a highly-rated professor praised for his clear and engaging lectures, accessibility to students, and generous grading. While some suggest incorporating more practice problems, students consistently appreciate his organized course materials, helpful website resources, and willingness to assist students inside and outside of class."
Lev Borisov,"Professor Borisov is a brilliant mathematician, but his teaching style is highly polarizing.  Students praise his helpfulness during office hours and the fairness of his exams (often based on homework problems), but many find his lectures challenging, fast-paced, and lacking in pedagogical skill.  The difficulty of his courses is a major point of contention, with some students thriving while others struggle significantly."
Maria Cuadrado,"Professor Cuadrado is a kind and accommodating professor, but her teaching style is often criticized for being disorganized, rushed, and lacking in subject matter expertise.  Students report significant amounts of homework and a classroom environment where participation is heavily emphasized."
Arianne Ross Pathak,"Professor Pathak's teaching style is polarizing, with some students praising her clear explanations, engaging flipped classroom approach, and dedication to student success, while others found her pace too fast, the workload excessive, and her explanations confusing.  The overall consensus reveals significant inconsistencies in student experiences with her course."
Jeff Schwarz,"Professor Schwarz is a fun and accessible professor who teaches clearly and provides ample opportunity for students to practice in class. While his in-class problems are easier than exam questions, his explanations are thorough and readily available online, requiring significant outside study time for success."
Jae Ki Lee,"Professor Lee is a caring and supportive professor who fosters a positive learning environment.  Students consistently praise his clear explanations, helpfulness during office hours and recitations, and his genuine desire for student success.  His recitations are highly recommended, even if lecture attendance isn't mandatory."
Junming Xie,"Professor Xie's teaching effectiveness is a highly divisive topic among students. While some praise his straightforward, textbook-based approach leading to easy exam preparation and high grades, many criticize his lecturing style, lack of responsiveness to questions, and harsh grading, particularly the absence of partial credit and inflexible cutoffs despite low exam averages.  His exams are frequently noted as difficult and inconsistent in grading."
Corey Stone,"Professor Stone is a highly-rated calculus professor praised for his kindness, patience, and clear explanations.  While some students found his lectures occasionally disorganized, many appreciated his approachable demeanor, willingness to answer questions, and helpful review materials, ultimately leading to student success in the course.  His commitment to student understanding makes him a popular choice."
Abhishek Mallick,"Professor Mallick's lectures are consistently criticized for being incomprehensible and fast-paced, leaving students unprepared for exams.  Students report difficulty understanding his explanations and recommend seeking supplemental instruction."
Benjamin Gunby-Mann,"Professor Gunby-Mann is a highly-rated professor known for his challenging yet rewarding courses,  generous grading, and helpful demeanor during office hours. While his homework is considered exceptionally difficult, students consistently praise his teaching ability and positive impact on their learning."
Dennis Kriventsov,"Professor Kriventsov is praised for his engaging teaching style and genuine interest in students, but his exams are considered significantly more difficult than the homework or textbook problems.  While some found his tangents confusing,  most students appreciated his clear expectations and helpful grading policies."
Maxime Van De Moortel,"Professor Van De Moortel's lectures, while insightful for some,  are sometimes difficult to understand due to his accent and handwriting.  Although midterms are easy, the final exam is notoriously challenging."
Jiahua Zou,"Professor Zou is a kind person but struggles with effective teaching, leaving students confused even with prior knowledge of the subject matter.  His disorganized lectures and the use of a poorly-chosen textbook contribute to the difficulty in understanding the material."
Shadi Tahvildar-Zadeh,"Professor Tahvildar-Zadeh is considered a knowledgeable and engaging instructor who emphasizes conceptual understanding over rote memorization, employing analogies and in-depth explanations.  While his exams are notoriously difficult, resulting in low average scores, a significant curve often mitigates the impact, though student experiences vary widely."
Izar Alonso Lorenzo,"Professor Alonso Lorenzo's lectures, while sometimes difficult to read due to her handwriting, are well-structured and closely follow the textbook.  Practice exams accurately reflect the actual exams, significantly aiding student success, and she offers a generous curve.  Although some found the TA more helpful, she is generally considered approachable and supportive."
Tom Benhamou,"Professor Benhamou's linear algebra course is overwhelmingly criticized for its difficulty, exceeding the introductory level and requiring extensive self-teaching.  Students report confusing lectures, extremely challenging and harshly graded exams and homework, and a lack of support from the professor.  Many advise strongly against taking his course unless already possessing a strong linear algebra foundation."
Inigo Urtiaga Erneta,"Professor Urtiaga Erneta's teaching style, focusing on derivations and definitions, is polarizing; some find it helpful for understanding concepts, while others find it confusing and prefer learning from the textbook.  Although he provides notes and allows cheat sheets, his grading is considered strict, and his lectures are often criticized for lacking examples."
Samuel Spiro,"Professor Spiro is generally considered a helpful and approachable professor who strives to create a positive learning environment through humor and encouragement. While some students found his lectures engaging and helpful, others criticized his organization, teaching experience, and legible handwriting.  His grading is described as lenient by some."
Swee Hong Chan,"Professor Chan's teaching style is considered by some to be effective, with exams mirroring homework assignments and a focus on extra credit opportunities. However, opinions on difficulty vary widely, with some finding the course easy and others reporting it as extremely challenging."
Brent Ferguson,"Professor Ferguson's teaching is overwhelmingly criticized for poor exam preparation, significant discrepancies between lecture material and exam content, and unclear grading policies.  Students reported learning more from recitation than lectures and experienced low exam averages, leading to a generally negative and difficult course experience."
Rashmika Goswami,"Professor Goswami is described as kind and accommodating regarding deadlines.  Her course workload consisted primarily of homework, quizzes, and exams, with optional lectures and provided notes.  Students found her easy to understand due to the lack of an accent."
Mohamed El Hedi Bahri,"Professor Bahri is a kind and approachable professor who is highly responsive to students, though his lectures, while conceptually strong, sometimes suffer from complicated, improvised example problems.  He is dedicated to his students and clearly cares about their understanding."
Las Goonetilleke,"Professor Goonetilleke is a kind and helpful professor who explains concepts well, making his exams straightforward.  However, he is significantly criticized for extremely slow grading, disorganization, and sometimes unclear lectures, leading to student frustration.  While many appreciate his accessibility and willingness to help, his inconsistent grading and tardiness are major drawbacks."
Dima Sinapova,"Professor Sinapova's linear algebra class is considered challenging, with some students finding her lectures difficult to follow and the final exam particularly demanding.  However, others praise the course as a strong introduction to the subject, appreciating the clear progression from fundamentals to advanced topics and the fairness of the assessments."
Zhenghao Rao,"Professor Rao's teaching effectiveness is highly divisive, with some students praising his clear notes, helpful examples, and exam preparation materials, while others criticize his lack of class engagement, leading to a need for self-teaching, and cite a poor TA experience.  The quality of his instruction appears inconsistent, resulting in widely varying student experiences."
Eric Carlen,"Professor Carlen is a brilliant but challenging mathematician whose lectures are fast-paced and proof-based, often leaving students struggling to keep up.  While his courses demand significant time and effort,  he provides generous curves and partial credit, making the demanding material ultimately rewarding for serious math students.  His self-written textbook is frequently cited as difficult to follow but useful as a supplementary resource."
Wujun Zhang,"Professor Zhang is praised for his clear lectures, fair grading, and genuine desire for student success, making his class easier than others.  While some find him careless, his helpfulness and willingness to assist students are highlighted, though proactive engagement is recommended for deeper learning."
Yanyan Li,"Professor Li possesses strong subject matter expertise but struggles with teaching effectiveness, leading to inconsistent grading and difficulty understanding his lectures.  While he's willing to help students during office hours,  many find his teaching style ineffective and recommend supplementing with the textbook and seeking a good TA."
Marcio Fuzeto Gameiro,"Professor Gameiro is a kind and helpful professor who provides resources like formula sheets, but his lectures are often unengaging and consist of reading directly from slides.  While he's responsive to student questions and aims for interactivity, his absences and unclear grading have led to negative student experiences and poor exam performance for some."
Guangbo Xu,"Professor Xu's lectures were adequate, but the course pacing was uneven, with challenging material concentrated at the end.  Grading was perceived as strict, and lack of final exam feedback was also noted.  The use of MyLab was disliked by students."
